SPORT_EVENT,COMPETITION,EVENT_START_TIME_UTC,MARKET_NAME,MARKET_TYPE,SELECTION,INSTRUMENT_ID,PRICE_CHAN_ID,AMERICAN_ODDS_AT_PERIOD,OPENING_AMERICAN_ODDS,OPENING_IMPLIED_PROB,CLOSING_AMERICAN_ODDS,CLOSING_IMPLIED_PROB,TOTAL_PROB_MOVEMENT_PCT
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sami Valimaki / Samuel Stevens - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Samuel Stevens,4921503531082580229,20,-125,-120,0.5016,-104,0.5103,0.87
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sami Valimaki / Samuel Stevens - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,3515254547436142853,6,650,650,0.111,801,0.111,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,5965142375981515092,2,140,140,0.3744,161,0.383,0.86
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,5965142375981515092,6,140,140,0.3744,161,0.383,0.86
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,5965142375981515092,16,140,140,0.3744,161,0.383,0.86
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,2,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,2,-120,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,4,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,6,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,8,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,10,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,12,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,14,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,16,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,20,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sepp Straka,4332587511059710292,21,-125,-120,0.5054,-104,0.5097,0.43
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sepp Straka / Gary Woodland - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,4192764816378691924,6,650,650,0.1106,804,0.1106,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,2,-120,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,2,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,4,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,6,-120,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,6,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,8,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,10,-120,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,10,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,12,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,14,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,16,-120,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,16,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,20,-120,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,20,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Collin Morikawa,1242625585474306312,21,-125,-125,0.5078,-104,0.5097,0.19
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,2,140,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,2,130,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,4,140,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,10,140,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,12,140,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,14,140,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,20,140,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Shane Lowry,5624628022905798920,21,140,140,0.3833,159,0.3866,0.33
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Shane Lowry / Collin Morikawa - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,6424016956764061960,6,700,700,0.1031,870,0.1031,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Keegan Bradley,1556892396971753731,2,150,150,0.3575,180,0.3574,-0.01
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,2,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,2,-125,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,4,-125,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,4,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,6,-125,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,6,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,8,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,8,-125,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,10,-125,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,10,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,12,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,14,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,14,-125,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,16,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,20,-125,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,20,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,1779820578526593283,21,-140,-140,0.5335,-108,0.5191,-1.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,4324354367990923523,2,600,600,0.1151,769,0.1151,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Si Woo Kim / Keegan Bradley - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,4324354367990923523,6,600,600,0.1151,769,0.1151,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Karl Vilips,670105482844831990,2,-105,-105,0.4683,114,0.4683,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,8847516506242810102,2,650,650,0.111,801,0.111,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,8847516506242810102,6,650,650,0.111,801,0.111,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,2,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,2,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,4,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,4,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,6,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,6,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,8,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,10,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,10,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,12,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,12,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,14,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,14,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,16,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,16,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,20,120,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,20,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tom Hoge / Karl Vilips - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tom Hoge,7252116338246811894,21,115,120,0.4179,141,0.4152,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sam Burns,5713714853034721533,2,140,140,0.3827,159,0.3857,0.3
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sam Burns,5713714853034721533,2,130,140,0.3827,159,0.3857,0.3
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sam Burns,5713714853034721533,4,140,140,0.3827,159,0.3857,0.3
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sam Burns,5713714853034721533,20,140,140,0.3827,159,0.3857,0.3
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,7213976478902518013,2,650,650,0.1121,792,0.1121,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,7213976478902518013,6,650,650,0.1121,792,0.1121,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,2,-115,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,2,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,4,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,6,-115,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,6,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,8,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,10,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,12,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,14,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,16,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,20,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tommy Fleetwood / Sam Burns - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tommy Fleetwood,4585563146378412285,21,-120,-120,0.4968,-100,0.5012,0.44
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tony Finau / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Gerard,6211362611859161428,2,-125,-115,0.4958,-104,0.5097,1.39
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tony Finau / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Gerard,6211362611859161428,2,-115,-115,0.4958,-104,0.5097,1.39
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tony Finau / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Gerard,6211362611859161428,2,-120,-115,0.4958,-104,0.5097,1.39
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tony Finau / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Gerard,6211362611859161428,4,-125,-115,0.4958,-104,0.5097,1.39
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Tony Finau / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Gerard,6211362611859161428,10,-120,-115,0.4958,-104,0.5097,1.39
