SPORT_EVENT,COMPETITION,EVENT_START_TIME_UTC,MARKET_NAME,MARKET_TYPE,SELECTION,INSTRUMENT_ID,PRICE_CHAN_ID,AMERICAN_ODDS_AT_PERIOD,OPENING_AMERICAN_ODDS,OPENING_IMPLIED_PROB,CLOSING_AMERICAN_ODDS,CLOSING_IMPLIED_PROB,TOTAL_PROB_MOVEMENT_PCT
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Matt McCarty,7118837936774316278,2,120,120,0.4192,135,0.4254,0.62
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Matt McCarty,7118837936774316278,2,115,120,0.4192,135,0.4254,0.62
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Thorbjornsen,4279318371717218550,2,-105,100,0.4604,118,0.4584,-0.2
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Thorbjornsen,4279318371717218550,2,100,100,0.4604,118,0.4584,-0.2
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Thorbjornsen,4279318371717218550,6,100,100,0.4604,118,0.4584,-0.2
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Thorbjornsen,4279318371717218550,8,100,100,0.4604,118,0.4584,-0.2
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Thorbjornsen,4279318371717218550,16,100,100,0.4604,118,0.4584,-0.2
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Michael Thorbjornsen / Matt McCarty - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,6799645313184432374,6,600,600,0.1158,764,0.1158,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,2,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,2,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,2,-140,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,2,-115,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,4,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,4,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,6,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,6,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,8,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,10,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,10,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,12,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,12,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,14,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,14,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,16,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,16,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,20,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,20,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,21,-125,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Min Woo Lee,9064392975798370567,21,-120,-140,0.5375,-107,0.5163,-2.12
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Taylor Pendrith,8369712733276471559,2,150,140,0.3858,174,0.3647,-2.11
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Taylor Pendrith,8369712733276471559,2,140,140,0.3858,174,0.3647,-2.11
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Taylor Pendrith,8369712733276471559,8,150,140,0.3858,174,0.3647,-2.11
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Min Woo Lee / Taylor Pendrith - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,7691358039403790599,6,650,650,0.1119,794,0.1119,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Corey Conners,1639083090171265272,2,150,160,0.3492,183,0.3531,0.39
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Corey Conners,1639083090171265272,2,160,160,0.3492,183,0.3531,0.39
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Corey Conners,1639083090171265272,20,160,160,0.3492,183,0.3531,0.39
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,2,-150,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,2,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,4,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,6,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,8,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,10,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,12,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,14,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,16,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,20,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Patrick Cantlay,6102572533360492792,21,-140,-150,0.5492,-118,0.5409,-0.83
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,1692000385792868600,2,650,650,0.1112,780,0.1136,0.24
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Patrick Cantlay / Corey Conners - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,1692000385792868600,6,600,650,0.1112,780,0.1136,0.24
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,2,130,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,2,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,4,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,6,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,8,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,10,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,12,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,14,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,16,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,20,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6128046018752807158,21,125,130,0.3958,147,0.4055,0.97
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,7251694125781745910,2,-115,-110,0.48,106,0.4849,0.49
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,7251694125781745910,2,-110,-110,0.48,106,0.4849,0.49
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,7251694125781745910,6,-110,-110,0.48,106,0.4849,0.49
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,7251694125781745910,8,-110,-110,0.48,106,0.4849,0.49
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,7251694125781745910,10,-110,-110,0.48,106,0.4849,0.49
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,7251694125781745910,16,-115,-110,0.48,106,0.4849,0.49
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,7251694125781745910,20,-110,-110,0.48,106,0.4849,0.49
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,4637917492046594294,2,600,600,0.1151,792,0.1121,-0.3
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Robert MacIntyre / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,4637917492046594294,6,650,600,0.1151,792,0.1121,-0.3
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,2,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,4,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,6,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,8,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,10,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,12,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,14,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,16,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,20,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Kim,529367994489504084,21,105,105,0.4433,126,0.4433,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Fox,1001120055456563540,2,105,105,0.4435,129,0.4362,-0.73
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Fox,1001120055456563540,2,110,105,0.4435,129,0.4362,-0.73
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Fox,1001120055456563540,8,110,105,0.4435,129,0.4362,-0.73
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryan Fox,1001120055456563540,12,110,105,0.4435,129,0.4362,-0.73
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryan Fox / Michael Kim - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,4742485445894603092,6,600,600,0.1135,781,0.1135,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Brennan,2973274479779774804,2,150,150,0.3683,166,0.3754,0.71
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Michael Brennan,2973274479779774804,2,140,150,0.3683,166,0.3754,0.71
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,2,-140,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,2,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,4,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,6,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,8,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,10,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,12,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,14,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,16,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,20,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,6661722574596211028,21,-125,-140,0.5237,-108,0.5199,-0.38
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,8821761545873785172,2,650,650,0.1103,807,0.1103,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Ryo Hisatsune / Michael Brennan - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,8821761545873785172,6,650,650,0.1103,807,0.1103,0
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sami Valimaki / Samuel Stevens - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sami Valimaki,4162646993870651653,2,150,140,0.3827,163,0.38,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sami Valimaki / Samuel Stevens - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sami Valimaki,4162646993870651653,2,140,140,0.3827,163,0.38,-0.27
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sami Valimaki / Samuel Stevens - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Samuel Stevens,4921503531082580229,2,-120,-120,0.5016,-104,0.5103,0.87
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sami Valimaki / Samuel Stevens - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Samuel Stevens,4921503531082580229,2,-125,-120,0.5016,-104,0.5103,0.87
RBC Heritage,RBC Heritage,2026-04-16T11:05:00Z,Round 1 - Sami Valimaki / Samuel Stevens - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Samuel Stevens,4921503531082580229,16,-125,-120,0.5016,-104,0.5103,0.87
