generated_at,course_name,competition,event,year,round,player,matched_player,market,line,model_mu,model_line_edge,side,model_edge_pct,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,D. Berger,Daniel Berger,Birdies,4.5,6.355,1.855,under,-30.60,3,W,-120,103,0.833,1.030
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,M. Hughes,Mackenzie Hughes,Birdies,4.5,6.450,1.950,over,17.82,5,W,-145,-119,0.690,0.840
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,M. Hughes,Mackenzie Hughes,Birdies,4.5,6.450,1.950,under,-29.38,5,L,-110,110,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,S. Power,Seamus Power,Birdies,4.5,6.470,1.970,over,13.56,2,L,-175,-142,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,S. Power,Seamus Power,Birdies,4.5,6.470,1.970,under,-29.57,2,W,-110,112,0.909,1.120
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Adam Scott,Adam Scott,Total score,70.5,72.451,1.951,over,20.54,76,W,-125,-133,0.800,0.752
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Adam Scott,Adam Scott,Total score,70.5,72.451,1.951,under,-23.71,76,L,110,130,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Akshay Bhatia,Akshay Bhatia,Total score,71.5,71.532,0.032,over,-3.02,70,L,-115,104,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Akshay Bhatia,Akshay Bhatia,Total score,71.5,71.532,0.032,under,-10.47,70,W,-150,-125,0.667,0.800
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Akshay Bhatia,Akshay Bhatia,Total score,70.5,71.532,1.032,under,-12.25,70,W,110,132,1.100,1.320
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Ben Griffin,Ben Griffin,Total score,71.5,72.122,0.622,over,7.73,70,L,-105,114,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Ben Griffin,Ben Griffin,Total score,71.5,72.122,0.622,under,-17.28,70,W,-140,-114,0.714,0.877
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Cameron Young,Cameron Young,Total score,69.5,71.926,2.426,under,-28.74,64,W,110,130,1.100,1.300
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Cameron Young,Cameron Young,Total score,70.5,71.926,1.426,under,-23.29,64,W,-115,-116,0.870,0.862
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Chris Gotterup,Chris Gotterup,Total score,70.5,71.467,0.967,over,5.41,73,W,-140,-112,0.714,0.893
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Chris Gotterup,Chris Gotterup,Total score,70.5,71.467,0.967,under,-14.97,73,L,-105,129,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Collin Morikawa,Collin Morikawa,Total score,70.5,71.234,0.734,over,5.97,75,W,-120,100,0.833,1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Collin Morikawa,Collin Morikawa,Total score,70.5,71.234,0.734,under,-15.07,75,L,-120,112,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,70.5,71.550,1.050,over,4.87,70,L,-150,-126,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,70.5,71.550,1.050,under,-13.65,70,W,105,126,1.050,1.260
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,71.5,71.550,0.050,under,-10.73,70,W,-150,-133,0.667,0.752
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,J.J. Spaun,J.J. Spaun,Total score,70.5,71.747,1.247,under,-15.11,72,L,110,133,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,J.J. Spaun,J.J. Spaun,Total score,71.5,71.747,0.247,under,-11.92,72,L,-140,-110,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jacob Bridgeman,Jacob Bridgeman,Total score,70.5,72.161,1.661,under,-22.71,79,L,100,121,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jacob Bridgeman,Jacob Bridgeman,Total score,71.5,72.161,0.661,under,-19.50,79,L,-150,-125,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jason Day,Jason Day,Total score,71.5,71.102,-0.398,over,-9.24,77,W,-115,-116,0.870,0.862
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,70.5,71.392,0.892,over,2.71,65,L,-150,-122,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,71.5,71.392,-0.108,over,-5.06,65,L,-115,104,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,71.5,71.392,-0.108,under,-8.43,65,W,-150,-125,0.667,0.800
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Justin Rose,Justin Rose,Total score,70.5,72.006,1.506,over,10.80,74,W,-150,-123,0.667,0.813
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Justin Rose,Justin Rose,Total score,70.5,72.006,1.506,under,-20.80,74,L,100,118,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Justin Rose,Justin Rose,Total score,71.5,72.006,0.506,under,-17.30,74,L,-150,-126,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Maverick McNealy,Maverick McNealy,Total score,70.5,70.950,0.450,over,-5.77,71,W,-165,-133,0.606,0.752
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Maverick McNealy,Maverick McNealy,Total score,70.5,70.950,0.450,under,-7.72,71,L,-105,115,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Min Woo Lee,Min Woo Lee,Total score,70.5,72.549,2.049,over,23.70,70,L,-115,104,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Min Woo Lee,Min Woo Lee,Total score,70.5,72.549,2.049,under,-32.75,70,W,-125,-107,0.800,0.935
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Min Woo Lee,Min Woo Lee,Total score,71.5,72.549,1.049,under,-27.13,70,W,-165,-136,0.606,0.735
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Rickie Fowler,Rickie Fowler,Total score,71.5,72.272,0.772,over,11.06,69,L,100,120,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Rickie Fowler,Rickie Fowler,Total score,71.5,72.272,0.772,under,-19.39,69,W,-140,-118,0.714,0.847
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Russell Henley,Russell Henley,Total score,70.5,72.197,1.697,over,17.58,72,W,-125,-108,0.800,0.926
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Sam Burns,Sam Burns,Total score,70.5,71.121,0.621,over,0.60,76,W,-140,-115,0.714,0.870
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Sam Burns,Sam Burns,Total score,70.5,71.121,0.621,under,-8.93,76,L,100,121,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Sam Burns,Sam Burns,Total score,71.5,71.121,-0.379,under,-4.52,76,L,-150,-124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Scottie Scheffler,Scottie Scheffler,Total score,69.5,71.338,1.838,over,24.81,71,W,100,116,1.000,1.160
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Scottie Scheffler,Scottie Scheffler,Total score,69.5,71.338,1.838,under,-29.35,71,L,-120,-114,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Scottie Scheffler,Scottie Scheffler,Total score,68.5,71.338,2.838,under,-32.52,71,L,110,131,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Sepp Straka,Sepp Straka,Total score,70.5,71.848,1.348,under,-17.58,70,W,105,124,1.050,1.240
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Sepp Straka,Sepp Straka,Total score,71.5,71.848,0.348,under,-13.37,70,W,-140,-112,0.714,0.893
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Shane Lowry,Shane Lowry,Total score,71.5,71.952,0.452,over,6.53,72,W,100,-106,1.000,0.943
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Shane Lowry,Shane Lowry,Total score,71.5,71.952,0.452,under,-14.87,72,L,-140,106,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Si Woo Kim,Si Woo Kim,Total score,70.5,71.115,0.615,over,-1.15,70,L,-150,-125,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Si Woo Kim,Si Woo Kim,Total score,70.5,71.115,0.615,under,-7.63,70,W,105,125,1.050,1.250
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Tommy Fleetwood,Tommy Fleetwood,Total score,70.5,71.530,1.030,over,9.05,70,L,-125,-108,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Tommy Fleetwood,Tommy Fleetwood,Total score,70.5,71.530,1.030,under,-18.09,70,W,-115,119,0.870,1.190
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Viktor Hovland,Viktor Hovland,Total score,70.5,72.264,1.764,over,13.93,75,W,-150,-124,0.667,0.806
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Viktor Hovland,Viktor Hovland,Total score,70.5,72.264,1.764,under,-22.71,75,L,105,124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Viktor Hovland,Viktor Hovland,Total score,71.5,72.264,0.764,under,-23.20,75,L,-165,-135,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,M. Homa,Max Homa,Birdies,3.5,5.375,1.875,over,20.74,4,W,-135,-112,0.741,0.893
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,S. Burns,Sam Burns,Birdies,3.5,6.223,2.723,over,19.80,5,W,-190,-155,0.526,0.645
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,N. Taylor,Nick Taylor,Birdies,4.5,6.099,1.599,over,22.12,1,L,-105,106,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,V. Perez,Victor Perez,Birdies,4.5,5.925,1.425,over,24.83,5,W,115,140,1.150,1.400
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,L. Aberg,Ludvig Aberg,Birdies,4.5,6.222,1.722,over,22.30,6,W,-110,110,0.909,1.100
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,L. Aberg,Ludvig Aberg,Birdies,4.5,6.222,1.722,under,-32.12,6,L,-135,-110,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,L. Clanton,Luke Clanton,Birdies,4.5,6.639,2.139,over,33.33,4,L,120,150,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,L. Clanton,Luke Clanton,Birdies,4.5,6.639,2.139,under,-43.07,4,W,-180,-150,0.556,0.667
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,Cam. Young,Cameron Young,Birdies,4.5,6.277,1.777,over,28.74,5,W,115,140,1.150,1.400
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,Cam. Young,Cameron Young,Birdies,4.5,6.277,1.777,under,-38.89,5,L,-175,-140,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,T. Pendrith,Taylor Pendrith,Birdies,4.5,6.782,2.282,over,28.83,4,L,-105,114,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,T. Pendrith,Taylor Pendrith,Birdies,4.5,6.782,2.282,under,-39.23,4,W,-145,-114,0.690,0.877
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Akshay Bhatia,Akshay Bhatia,Total score,68.5,69.970,1.470,under,-19.13,67,W,105,124,1.050,1.240
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Akshay Bhatia,Akshay Bhatia,Total score,69.5,69.970,0.470,under,-16.79,67,W,-150,-134,0.667,0.746
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Alex Smalley,Alex Smalley,Total score,68.5,71.726,3.226,over,29.63,65,L,-140,-118,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Alex Smalley,Alex Smalley,Total score,68.5,71.726,3.226,under,-36.75,65,W,105,118,1.050,1.180
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Alex Smalley,Alex Smalley,Total score,69.5,71.726,2.226,under,-41.36,65,W,-165,-136,0.606,0.735
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Ben Griffin,Ben Griffin,Total score,68.5,69.002,0.502,under,-4.86,68,W,110,101,1.100,1.010
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Brandt Snedeker,Brandt Snedeker,Total score,69.5,71.086,1.586,over,16.24,70,W,-125,-109,0.800,0.917
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Brian Harman,Brian Harman,Total score,68.5,70.377,1.877,under,-22.88,65,W,110,133,1.100,1.330
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Brian Harman,Brian Harman,Total score,69.5,70.377,0.877,under,-20.84,65,W,-140,-135,0.714,0.741
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Davis Thompson,Davis Thompson,Total score,69.5,70.118,0.618,under,-17.22,69,W,-140,-135,0.714,0.741
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Gary Woodland,Gary Woodland,Total score,69.5,71.212,1.712,under,-31.65,65,W,-140,-134,0.714,0.746
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Harry Hall,Harry Hall,Total score,68.5,68.939,0.439,under,-2.85,68,W,115,130,1.150,1.300
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Harry Hall,Harry Hall,Total score,69.5,68.939,-0.561,under,-1.91,68,W,-150,-127,0.667,0.787
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,68.5,70.193,1.693,under,-19.60,66,W,115,116,1.150,1.160
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,J.J. Spaun,J.J. Spaun,Total score,68.5,71.187,2.687,over,29.03,64,L,-120,-101,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,J.J. Spaun,J.J. Spaun,Total score,68.5,71.187,2.687,under,-32.36,64,W,105,101,1.050,1.010
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,J.J. Spaun,J.J. Spaun,Total score,69.5,71.187,1.687,under,-35.29,64,W,-165,-130,0.606,0.769
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,J.T. Poston,J.T. Poston,Total score,69.5,70.955,1.455,under,-25.72,69,W,-125,-108,0.800,0.926
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Justin Thomas,Justin Thomas,Total score,68.5,69.695,1.195,over,8.48,69,W,-140,-111,0.714,0.901
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Justin Thomas,Justin Thomas,Total score,68.5,69.695,1.195,under,-18.03,69,L,-105,101,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Keegan Bradley,Keegan Bradley,Total score,68.5,68.744,0.244,under,-2.32,65,W,105,136,1.050,1.360
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Keegan Bradley,Keegan Bradley,Total score,69.5,68.744,-0.756,under,-1.44,65,W,-165,-133,0.606,0.752
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Keith Mitchell,Keith Mitchell,Total score,68.5,69.625,1.125,under,-13.49,71,L,110,127,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Keith Mitchell,Keith Mitchell,Total score,69.5,69.625,0.125,under,-11.81,71,L,-150,-127,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Mac Meissner,Mac Meissner,Total score,69.5,68.661,-0.839,under,3.65,66,W,-140,-119,0.714,0.840
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Michael Thorbjornsen,Michael Thorbjornsen,Total score,69.5,70.694,1.194,over,14.40,66,L,-110,108,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Michael Thorbjornsen,Michael Thorbjornsen,Total score,69.5,70.694,1.194,under,-22.34,66,W,-125,-119,0.800,0.840
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Pierceson Coody,Pierceson Coody,Total score,69.5,69.152,-0.348,under,-3.29,71,L,-140,-126,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Rickie Fowler,Rickie Fowler,Total score,68.5,69.395,0.895,under,-9.27,70,L,115,-108,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Robert MacIntyre,Robert MacIntyre,Total score,68.5,70.082,1.582,over,17.20,68,L,-120,101,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Robert MacIntyre,Robert MacIntyre,Total score,68.5,70.082,1.582,under,-21.74,68,W,100,118,1.000,1.180
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Russell Henley,Russell Henley,Total score,68.5,69.992,1.492,under,-23.01,66,W,-110,-107,0.909,0.935
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Ryan Gerard,Ryan Gerard,Total score,69.5,71.377,1.877,under,-33.59,64,W,-140,-115,0.714,0.870
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Ryo Hisatsune,Ryo Hisatsune,Total score,69.5,69.417,-0.083,under,-7.12,66,W,-140,-130,0.714,0.769
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Sahith Theegala,Sahith Theegala,Total score,69.5,71.225,1.725,under,-31.81,67,W,-140,-115,0.714,0.870
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Samuel Stevens,Sam Stevens,Total score,69.5,71.321,1.821,under,-30.17,68,W,-125,-106,0.800,0.943
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Sungjae Im,Sungjae Im,Total score,68.5,69.459,0.959,under,-11.25,70,L,110,111,-1.000,-1.000
2026-07-14T17:36:26.248Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Sungjae Im,Sungjae Im,Total score,69.5,69.459,-0.041,under,-9.40,70,L,-150,-132,-1.000,-1.000
