generated_at,course_name,competition,event,year,round,player,matched_player,market,line,model_mu,model_line_edge,side,model_edge_pct,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,4,A. Eckroat,Austin Eckroat,Birdies,4,5.249,1.249,under,-22.39,5,L,-110,101,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,A. Eckroat,Austin Eckroat,Birdies,4.5,4.406,-0.094,over,-4.10,5,W,-110,103,0.909,1.030
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,A. Eckroat,Austin Eckroat,Birdies,4.5,4.406,-0.094,under,-2.83,5,L,-120,-103,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,G. Higgo,Garrick Higgo,Birdies,4.5,4.162,-0.338,under,-2.86,1,W,-145,-126,0.690,0.794
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.5,4.416,-0.084,over,-2.76,3,L,-105,110,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.5,4.416,-0.084,under,-4.02,3,W,-125,-110,0.800,0.909
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,T. Kim,S.H. Kim,Birdies,4.5,4.479,-0.021,over,-1.60,6,W,-105,110,0.952,1.100
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,T. Kim,S.H. Kim,Birdies,4.5,4.479,-0.021,under,-5.17,6,L,-125,-110,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,J. Rose,Justin Rose,Birdies,4.5,5.004,0.504,under,-13.13,4,W,-120,-103,0.833,0.971
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.5,4.431,-0.069,under,0.04,6,L,-105,106,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,T. Kim,S.H. Kim,Birdies,4.5,4.651,0.151,under,-1.46,2,W,105,116,1.050,1.160
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,J. Rose,Justin Rose,Birdies,4.5,4.813,0.313,over,6.67,4,L,105,120,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,4,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.5,4.562,0.062,over,-3.42,4,L,-120,-102,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,R. Fowler,Rickie Fowler,Birdies,4.5,3.877,-0.623,over,-13.18,6,W,-105,108,0.952,1.080
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,R. Fowler,Rickie Fowler,Birdies,4.5,3.877,-0.623,under,6.41,6,L,-125,-108,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,T. Alexander,Tyson Alexander,Birdies,4,4.510,0.510,over,7.91,3,L,-105,108,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,R. Fowler,Rickie Fowler,Birdies,4,3.897,-0.103,over,-11.19,2,L,-145,-131,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,R. Fowler,Rickie Fowler,Birdies,4,3.897,-0.103,under,5.49,2,W,115,131,1.150,1.310
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,S. Straka,Sepp Straka,Birdies,4.5,4.654,0.154,over,3.95,5,W,105,118,1.050,1.180
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,R. Fowler,Rickie Fowler,Birdies,4.5,3.887,-0.613,under,6.20,5,L,-125,-109,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,S. Straka,Sepp Straka,Birdies,4.5,4.518,0.018,under,0.90,3,W,105,116,1.050,1.160
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,C. Kirk,Chris Kirk,Birdies,4.5,4.562,0.062,over,-8.06,7,W,-145,-126,0.690,0.794
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,C. Kirk,Chris Kirk,Birdies,4.5,4.562,0.062,under,1.26,7,L,110,126,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,J. Knapp,Jake Knapp,Birdies,4.5,5.393,0.893,over,9.89,5,W,-120,-106,0.833,0.943
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,1,J. Knapp,Jake Knapp,Birdies,4.5,5.393,0.893,under,-15.65,5,L,-105,106,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,C. Kirk,Chris Kirk,Birdies,4.5,4.446,-0.054,over,-2.20,6,W,-105,107,0.952,1.070
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,C. Kirk,Chris Kirk,Birdies,4.5,4.446,-0.054,under,-3.57,6,L,-120,-107,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,J. Knapp,Jake Knapp,Birdies,4.5,5.455,0.955,over,17.68,5,W,110,121,1.100,1.210
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,2,J. Knapp,Jake Knapp,Birdies,4.5,5.455,0.955,under,-22.75,5,L,-135,-121,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,Cam. Young,Cameron Young,Birdies,4.5,4.992,0.492,over,9.61,2,L,105,118,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion),Cognizant Classic in The Palm Beaches 2024,Cognizant Classic in The Palm Beaches,2024,3,Cam. Young,Cameron Young,Birdies,4.5,4.992,0.492,under,-15.84,2,W,-135,-118,0.741,0.847
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,2,B. Horschel,Billy Horschel,Birdies,4.5,5.374,0.874,under,-8.61,3,W,125,154,1.250,1.540
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,2,Cam. Young,Cameron Young,Birdies,5.5,5.127,-0.373,over,-1.74,6,W,120,148,1.200,1.480
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,2,Cam. Young,Cameron Young,Birdies,5.5,5.127,-0.373,under,-8.00,6,L,-180,-148,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,J. Knapp,Jake Knapp,Birdies,4.5,5.897,1.397,over,16.46,5,W,-120,106,0.833,1.060
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,M. Pavon,Matthieu Pavon,Birdies,4.5,4.447,-0.053,over,-0.96,3,L,100,124,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,R. Fowler,Rickie Fowler,Birdies,4.5,4.802,0.302,over,-9.01,5,W,-180,-145,0.556,0.690
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,R. Fowler,Rickie Fowler,Birdies,4.5,4.802,0.302,under,-0.73,5,L,120,145,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,2,J. Spieth,Jordan Spieth,Birdies,4.5,4.771,0.271,under,-0.21,6,L,120,151,-1.000,-1.000
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,B. Harman,Brian Harman,Birdies,4.5,5.209,0.709,over,-1.89,6,W,-175,-140,0.571,0.714
2026-07-14T17:36:26.248Z,PGA National Resort (The Champion Course),Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,3,B. Harman,Brian Harman,Birdies,4.5,5.209,0.709,under,-8.26,6,L,115,140,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,J. Day,Jason Day,Birdies,3.5,4.029,0.529,over,2.56,2,L,-135,-116,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,K. Bradley,Keegan Bradley,Birdies,3.5,3.953,0.453,over,3.12,3,L,-125,-114,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,M. W. Lee,K.H. Lee,Birdies,3.5,3.861,0.361,over,-0.43,4,W,-135,-118,0.741,0.847
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,J. Day,Jason Day,Birdies,5.5,4.189,-1.311,under,17.56,3,W,-125,-112,0.800,0.893
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,K. Bradley,Keegan Bradley,Birdies,5.5,4.160,-1.340,under,18.08,6,L,-125,-112,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,M. W. Lee,K.H. Lee,Birdies,5.5,3.749,-1.751,over,-35.34,3,L,-120,-103,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,M. W. Lee,K.H. Lee,Birdies,5.5,3.749,-1.751,under,28.41,3,W,-110,103,0.909,1.030
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,H. Matsuyama,Hideki Matsuyama,Birdies,4.5,3.529,-0.971,over,-21.43,5,W,-110,103,0.909,1.030
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,J. Rose,Justin Rose,Birdies,4.5,3.591,-0.909,over,-19.00,4,L,-105,108,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,L. Aberg,Ludvig Aberg,Birdies,4.5,4.027,-0.473,over,-18.16,5,W,-145,-126,0.690,0.794
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,L. Aberg,Ludvig Aberg,Birdies,4,3.947,-0.053,under,4.51,3,W,115,128,1.150,1.280
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,C. Morikawa,Collin Morikawa,Birdies,4.5,4.213,-0.287,over,-12.80,7,W,-135,-114,0.741,0.877
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,P. Cantlay,Patrick Cantlay,Birdies,4.5,3.839,-0.661,over,-20.17,8,W,-135,-117,0.741,0.855
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,S. Theegala,Sahith Theegala,Birdies,4.5,3.891,-0.609,over,-10.46,4,L,105,118,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,C. Morikawa,Collin Morikawa,Birdies,5,4.464,-0.536,over,-7.26,4,L,110,123,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,C. Morikawa,Collin Morikawa,Birdies,5,4.464,-0.536,under,0.46,4,W,-145,-123,0.690,0.813
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,P. Cantlay,Patrick Cantlay,Birdies,5,3.783,-1.217,over,-21.42,3,L,105,116,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,P. Cantlay,Patrick Cantlay,Birdies,5,3.783,-1.217,under,15.20,3,W,-135,-116,0.741,0.862
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,S. Theegala,Sahith Theegala,Birdies,4.5,4.189,-0.311,under,-1.63,6,L,-135,-120,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,N. Hojgaard,Nicolai Hojgaard,Birdies,4,3.477,-0.523,over,-13.02,2,L,-110,103,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,N. Hojgaard,Nicolai Hojgaard,Birdies,4,3.477,-0.523,under,6.09,2,W,-120,-103,0.833,0.971
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,T. Detry,Thomas Detry,Birdies,3.5,3.909,0.409,over,-1.29,5,W,-145,-122,0.690,0.820
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,T. Detry,Thomas Detry,Birdies,3.5,3.909,0.409,under,-5.51,5,L,110,122,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,M. Homa,Max Homa,Birdies,3.5,4.060,0.560,over,1.36,5,W,-145,-123,0.690,0.813
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,T. Finau,Tony Finau,Birdies,3.5,4.186,0.686,over,10.27,4,W,-110,102,0.909,1.020
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,T. Finau,Tony Finau,Birdies,3.5,4.186,0.686,under,-17.20,4,L,-120,-102,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,1,X. Schauffele,Xander Schauffele,Birdies,3.5,4.283,0.783,over,5.03,4,W,-145,-129,0.690,0.775
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,M. Homa,Max Homa,Birdies,6,4.271,-1.729,under,26.58,3,W,-110,101,0.909,1.010
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (North Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,2,T. Finau,Tony Finau,Birdies,6,4.393,-1.607,under,21.41,7,L,-125,-113,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,M. Kim,Michael Kim,Birdies,3.5,4.151,0.651,under,-10.86,3,W,105,120,1.050,1.200
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,M. Pavon,Matthieu Pavon,Birdies,3.5,3.766,0.266,over,-2.20,3,L,-135,-120,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,M. Pavon,Matthieu Pavon,Birdies,3.5,3.766,0.266,under,-4.03,3,W,105,120,1.050,1.200
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,T. Finau,Tony Finau,Birdies,4,4.216,0.216,over,-1.52,2,L,-125,-109,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2024,Farmers Insurance Open,2024,3,T. Finau,Tony Finau,Birdies,4,4.216,0.216,under,-5.25,2,W,-105,109,0.952,1.090
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,K. Bradley,Keegan Bradley,Birdies,3.5,4.690,1.190,over,15.61,2,L,-120,104,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,K. Bradley,Keegan Bradley,Birdies,3.5,4.690,1.190,under,-25.71,2,W,-125,-104,0.800,0.962
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,L. Aberg,Ludvig Aberg,Birdies,3.5,4.968,1.468,over,9.40,2,L,-180,-150,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,L. Aberg,Ludvig Aberg,Birdies,3.5,4.968,1.468,under,-19.14,2,W,120,150,1.200,1.500
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,S. Theegala,Sahith Theegala,Birdies,3.5,4.541,1.041,over,18.08,4,W,100,124,1.000,1.240
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,S. Theegala,Sahith Theegala,Birdies,3.5,4.541,1.041,under,-28.87,4,L,-155,-124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,A. Eckroat,Austin Eckroat,Birdies,3.5,4.683,1.183,under,-25.61,3,W,-125,-100,0.800,1.000
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,K. Yu,Kevin Yu,Birdies,3.5,4.601,1.101,under,-23.48,3,W,-120,105,0.833,1.050
2026-07-14T17:36:26.248Z,Torrey Pines Golf Course (South Course),Farmers Insurance Open 2025,Farmers Insurance Open,2025,2,S.W. Kim,S.H. Kim,Birdies,3.5,4.209,0.709,under,-15.41,1,W,-110,111,0.909,1.110
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,C. Morikawa,Collin Morikawa,Birdies,3.5,5.550,2.050,over,14.36,4,W,-190,-154,0.526,0.649
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,4.5,5.690,1.190,over,20.82,7,W,110,136,1.100,1.360
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,S. Theegala,Sahith Theegala,Birdies,3.5,5.502,2.002,over,15.14,4,W,-180,-148,0.556,0.676
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,C. Morikawa,Collin Morikawa,Birdies,4.5,5.575,1.075,over,22.49,2,L,125,129,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,C. Morikawa,Collin Morikawa,Birdies,4.5,5.575,1.075,under,-32.45,2,W,-190,-129,0.526,0.775
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,S. Burns,Sam Burns,Birdies,3.5,6.037,2.537,over,20.34,4,W,-175,-143,0.571,0.699
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,W. Zalatoris,Will Zalatoris,Birdies,3.5,5.447,1.947,over,16.63,4,W,-165,-135,0.606,0.741
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,S. Lowry,Shane Lowry,Birdies,4.5,5.483,0.983,over,18.07,3,L,110,137,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,S. Scheffler,Scottie Scheffler,Birdies,4.5,6.020,1.520,over,11.66,5,W,-155,-122,0.645,0.820
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,S. Scheffler,Scottie Scheffler,Birdies,4.5,6.020,1.520,under,-22.45,5,L,100,122,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,V. Hovland,Viktor Hovland,Birdies,4.5,5.882,1.382,over,23.21,6,W,110,135,1.100,1.350
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,4,V. Hovland,Viktor Hovland,Birdies,4.5,5.882,1.382,under,-33.09,6,L,-165,-135,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,S. Scheffler,Scottie Scheffler,Birdies,4.5,6.095,1.595,over,12.51,5,W,-155,-128,0.645,0.781
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,S. Scheffler,Scottie Scheffler,Birdies,4.5,6.095,1.595,under,-22.07,5,L,105,128,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St Jude Championship 2024,FedEx St Jude Championship,2024,2,X. Schauffele,Xander Schauffele,Birdies,4.5,5.743,1.243,over,11.67,5,W,-135,-109,0.741,0.917
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,B. Harman,Brian Harman,Birdies,4.5,5.523,1.023,under,-21.79,4,W,-125,-110,0.800,0.909
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,M. Homa,Max Homa,Birdies,4.5,5.398,0.898,under,-19.05,3,W,-120,-104,0.833,0.962
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,W. Clark,Wyndham Clark,Birdies,4.5,5.366,0.866,under,-18.59,6,L,-120,-104,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,J. Rahm,Jon Rahm,Birdies,5.5,5.703,0.203,over,0.88,5,L,-110,-100,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,J. Rahm,Jon Rahm,Birdies,5.5,5.703,0.203,under,-5.64,5,W,-110,100,0.909,1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,3,H. Matsuyama,Hideki Matsuyama,Birdies,4,5.383,1.383,over,12.50,6,W,-145,-125,0.690,0.800
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,3,S. Stevens,Sam Stevens,Birdies,4,5.288,1.288,over,20.50,3,L,100,111,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,3,V. Hovland,Viktor Hovland,Birdies,4.5,5.603,1.103,over,12.76,7,W,-120,-104,0.833,0.962
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,J. Day,Jason Day,Birdies,5,5.359,0.359,under,-15.11,6,L,-145,-124,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,4,M. Kuchar,Matt Kuchar,Birdies,4.5,5.235,0.735,under,-17.69,3,W,-125,-114,0.800,0.877
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,J. Day,Jason Day,Birdies,4.5,5.458,0.958,under,-15.34,3,W,100,110,1.000,1.100
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,N. Taylor,Nick Taylor,Birdies,4,5.399,1.399,under,-20.66,3,W,105,120,1.050,1.200
2026-07-14T17:36:26.248Z,TPC Southwind,FedEx St. Jude Championship 2023,FedEx St. Jude Championship,2023,1,T. Finau,Tony Finau,Birdies,4.5,5.467,0.967,under,-16.69,4,W,-105,107,0.952,1.070
