generated_at,competition,event,year,sport_event,market_type,market_label,player,matched_player,round,side,line,actual,result,opening_american,closing_american,opening_implied,calibrated_prob,edge_pct,closing_implied,pnl_open,pnl_close,clv_pct,group_scores
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,G. Woodland/S. Lowry/M. W. Lee - Round 1,GOLF:FT:2BL:AXB,2-Ball Matchup,S. Lowry,S. Lowry,1,pick,,66,W,-135,-112,0.528442,0.520000,-0.84,0.528442,0.741,0.893,-8.04,G. Woodland:70; S. Lowry:66; M. W. Lee:70
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,J. Knapp/M. Pavon - Round 3,GOLF:FT:2BL:AXB,2-Ball Matchup,J. Knapp,J. Knapp,3,pick,,68,W,-110,106,0.485915,0.555556,6.96,0.485915,0.909,1.060,-7.33,J. Knapp:68; M. Pavon:71
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,J. Knapp/M. Pavon - Round 3,GOLF:FT:2BL:AXB,2-Ball Matchup,M. Pavon,M. Pavon,3,pick,,71,L,125,147,0.405120,0.384615,-2.05,0.405120,-1.000,-1.000,-8.91,J. Knapp:68; M. Pavon:71
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,J. Knapp/M. Pavon - Round 3,GOLF:FT:2BL:AXB,2-Ball Matchup,M. Pavon,M. Pavon,3,pick,,71,L,125,147,0.405120,0.384615,-2.05,0.405120,-1.000,-1.000,-8.91,J. Knapp:68; M. Pavon:71
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,J. Knapp/M. Pavon - Round 3,GOLF:FT:CTBIR,Birdies O/U,J. Knapp,Jake Knapp,3,over,4.5,5,W,-120,106,0.484691,0.581121,9.64,0.484691,0.833,1.060,-11.00,
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,J. Knapp/M. Pavon - Round 3,GOLF:FT:CTBIR,Birdies O/U,M. Pavon,Matthieu Pavon,3,over,4.5,3,L,100,124,0.445698,0.426184,-1.95,0.445698,-1.000,-1.000,-10.71,
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Fowler/B. Griffin - Round 3,GOLF:FT:2BL:AXB,2-Ball Matchup,B. Griffin,B. Griffin,3,pick,,66,W,100,117,0.460442,0.459770,-0.07,0.460442,1.000,1.170,-7.83,R. Fowler:68; B. Griffin:66
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Fowler/B. Griffin - Round 3,GOLF:FT:2BL:AXB,2-Ball Matchup,R. Fowler,R. Fowler,3,pick,,68,L,115,136,0.424220,0.513514,8.93,0.424220,-1.000,-1.000,-8.90,R. Fowler:68; B. Griffin:66
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Fowler/B. Griffin - Round 3,GOLF:FT:2BL:AXB,2-Ball Matchup,R. Fowler,R. Fowler,3,pick,,68,L,115,136,0.424220,0.513514,8.93,0.424220,-1.000,-1.000,-8.90,R. Fowler:68; B. Griffin:66
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Fowler/B. Griffin - Round 3,GOLF:FT:CTBIR,Birdies O/U,R. Fowler,Rickie Fowler,3,over,4.5,5,W,-180,-145,0.592666,0.583333,-0.93,0.592666,0.556,0.690,-7.94,
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Fowler/B. Griffin - Round 3,GOLF:FT:CTBIR,Birdies O/U,R. Fowler,Rickie Fowler,3,under,4.5,5,L,120,145,0.407334,0.350000,-5.73,0.407334,-1.000,-1.000,-10.20,
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Fowler/J. Spieth/R. Henley - Round 2,GOLF:FT:2BL:AXB,2-Ball Matchup,R. Henley,R. Henley,2,pick,,70,L,-120,100,0.498905,0.566667,6.78,0.498905,-1.000,-1.000,-8.33,R. Fowler:68; J. Spieth:70; R. Henley:70
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Fowler/J. Spieth/R. Henley - Round 2,GOLF:FT:CTBIR,Birdies O/U,J. Spieth,Jordan Spieth,2,under,4.5,6,L,120,151,0.398489,0.444444,4.60,0.398489,-1.000,-1.000,-12.35,
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Henley/B. Harman - Round 3,GOLF:FT:CTBIR,Birdies O/U,B. Harman,Brian Harman,3,over,4.5,6,W,-175,-140,0.583406,0.583333,-0.01,0.583406,0.571,0.714,-8.33,
2026-06-09T05:06:25.672Z,Cognizant Classic in The Palm Beaches 2025,Cognizant Classic in The Palm Beaches,2025,R. Henley/B. Harman - Round 3,GOLF:FT:CTBIR,Birdies O/U,B. Harman,Brian Harman,3,under,4.5,6,L,115,140,0.416594,0.350000,-6.66,0.416594,-1.000,-1.000,-10.42,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:2BL:AXB,2-Ball Matchup,M. W. Lee,M. W. Lee,1,pick,,71,W,100,119,0.456635,0.450000,-0.66,0.456635,1.000,1.190,-8.68,J. Day:74; K. Bradley:73; M. W. Lee:71
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Day,Jason Day,1,over,3.5,2,L,-135,-116,0.537851,0.614973,7.71,0.537851,-1.000,-1.000,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Day,Jason Day,1,over,3.5,2,L,-135,-116,0.537851,0.614973,7.71,0.537851,-1.000,-1.000,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Day,Jason Day,1,over,3.5,2,L,-135,-116,0.537851,0.614973,7.71,0.537851,-1.000,-1.000,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Day,Jason Day,1,over,3.5,2,L,-135,-116,0.537851,0.614973,7.71,0.537851,-1.000,-1.000,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Day,Jason Day,1,over,3.5,2,L,-135,-116,0.537851,0.614973,7.71,0.537851,-1.000,-1.000,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Day,Jason Day,1,over,3.5,2,L,-135,-116,0.537851,0.614973,7.71,0.537851,-1.000,-1.000,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,1,over,3.5,3,L,-125,-114,0.532727,0.614973,8.22,0.532727,-1.000,-1.000,-4.11,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,1,over,3.5,3,L,-125,-114,0.532727,0.614973,8.22,0.532727,-1.000,-1.000,-4.11,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,1,over,3.5,3,L,-125,-114,0.532727,0.614973,8.22,0.532727,-1.000,-1.000,-4.11,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,1,over,3.5,3,L,-125,-114,0.532727,0.614973,8.22,0.532727,-1.000,-1.000,-4.11,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,1,over,3.5,3,L,-125,-114,0.532727,0.614973,8.22,0.532727,-1.000,-1.000,-4.11,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,1,over,3.5,3,L,-125,-114,0.532727,0.614973,8.22,0.532727,-1.000,-1.000,-4.11,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,1,over,3.5,3,L,-125,-114,0.532727,0.614973,8.22,0.532727,-1.000,-1.000,-4.11,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,1,over,3.5,4,W,-135,-118,0.541263,0.597938,5.67,0.541263,0.741,0.847,-5.78,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,1,over,3.5,4,W,-135,-118,0.541263,0.597938,5.67,0.541263,0.741,0.847,-5.78,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,1,over,3.5,4,W,-135,-118,0.541263,0.597938,5.67,0.541263,0.741,0.847,-5.78,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,1,over,3.5,4,W,-135,-118,0.541263,0.597938,5.67,0.541263,0.741,0.847,-5.78,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,1,over,3.5,4,W,-135,-118,0.541263,0.597938,5.67,0.541263,0.741,0.847,-5.78,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,1,over,3.5,4,W,-135,-118,0.541263,0.597938,5.67,0.541263,0.741,0.847,-5.78,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,1,over,3.5,4,W,-135,-118,0.541263,0.597938,5.67,0.541263,0.741,0.847,-5.78,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 2,GOLF:FT:2BL:AXB,2-Ball Matchup,K. Bradley,K. Bradley,2,pick,,68,W,110,128,0.439289,0.500000,6.07,0.439289,1.100,1.280,-7.89,J. Day:71; K. Bradley:68; M. W. Lee:75
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 2,GOLF:FT:CTBIR,Birdies O/U,J. Day,Jason Day,2,under,5.5,3,W,-125,-112,0.529172,0.612299,8.31,0.529172,0.800,0.893,-4.91,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 2,GOLF:FT:CTBIR,Birdies O/U,K. Bradley,Keegan Bradley,2,under,5.5,6,L,-125,-112,0.529172,0.614973,8.58,0.529172,-1.000,-1.000,-4.91,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 2,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,2,over,5.5,3,L,-120,-103,0.506948,0.558405,5.15,0.506948,-1.000,-1.000,-6.98,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Day/K. Bradley/M. W. Lee - Round 2,GOLF:FT:CTBIR,Birdies O/U,M. W. Lee,K.H. Lee,2,under,5.5,3,W,-110,103,0.493052,0.581121,8.81,0.493052,0.909,1.030,-5.96,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,H. Matsuyama,Hideki Matsuyama,1,over,4.5,5,W,-110,103,0.492964,0.581121,8.82,0.492964,0.909,1.030,-5.96,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,H. Matsuyama,Hideki Matsuyama,1,over,4.5,5,W,-110,103,0.492964,0.581121,8.82,0.492964,0.909,1.030,-5.96,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,H. Matsuyama,Hideki Matsuyama,1,over,4.5,5,W,-110,103,0.492964,0.581121,8.82,0.492964,0.909,1.030,-5.96,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Rose,Justin Rose,1,over,4.5,4,L,-105,108,0.480164,0.584071,10.39,0.480164,-1.000,-1.000,-6.14,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Rose,Justin Rose,1,over,4.5,4,L,-105,108,0.480164,0.584071,10.39,0.480164,-1.000,-1.000,-6.14,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,J. Rose,Justin Rose,1,over,4.5,4,L,-105,108,0.480164,0.584071,10.39,0.480164,-1.000,-1.000,-6.14,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,L. Aberg,Ludvig Aberg,1,over,4.5,5,W,-145,-126,0.557728,0.597938,4.02,0.557728,0.690,0.794,-5.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,L. Aberg,Ludvig Aberg,1,over,4.5,5,W,-145,-126,0.557728,0.597938,4.02,0.557728,0.690,0.794,-5.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,L. Aberg,Ludvig Aberg,1,over,4.5,5,W,-145,-126,0.557728,0.597938,4.02,0.557728,0.690,0.794,-5.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 1,GOLF:FT:CTBIR,Birdies O/U,L. Aberg,Ludvig Aberg,1,over,4.5,5,W,-145,-126,0.557728,0.597938,4.02,0.557728,0.690,0.794,-5.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 2,GOLF:FT:2BL:AXB,2-Ball Matchup,H. Matsuyama,H. Matsuyama,2,pick,,71,W,100,120,0.455459,0.450000,-0.55,0.455459,1.000,1.200,-9.09,J. Rose:71; H. Matsuyama:71; L. Aberg:72
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 2,GOLF:FT:CTBIR,Birdies O/U,H. Matsuyama,Hideki Matsuyama,2,over,4,4,P,-120,-102,0.503824,0.558405,5.46,0.503824,0.000,0.000,-7.43,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 2,GOLF:FT:CTBIR,Birdies O/U,J. Rose,Justin Rose,2,over,4,4,P,-105,106,0.486265,0.584071,9.78,0.486265,0.000,0.000,-5.22,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 2,GOLF:FT:CTBIR,Birdies O/U,J. Rose,Justin Rose,2,under,4,4,P,-120,-106,0.513735,0.558405,4.47,0.513735,0.000,0.000,-5.66,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,J. Rose/H. Matsuyama/L. Aberg - Round 2,GOLF:FT:CTBIR,Birdies O/U,L. Aberg,Ludvig Aberg,2,under,4,3,W,115,128,0.438008,0.466667,2.87,0.438008,1.150,1.280,-5.70,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 1,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,1,over,4.5,7,W,-135,-114,0.533548,0.612299,7.88,0.533548,0.741,0.877,-7.27,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 1,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,1,over,4.5,7,W,-135,-114,0.533548,0.612299,7.88,0.533548,0.741,0.877,-7.27,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 1,GOLF:FT:CTBIR,Birdies O/U,P. Cantlay,Patrick Cantlay,1,over,4.5,8,W,-135,-117,0.538299,0.612299,7.40,0.538299,0.741,0.855,-6.14,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 1,GOLF:FT:CTBIR,Birdies O/U,S. Theegala,Sahith Theegala,1,over,4.5,4,L,105,118,0.459146,0.426184,-3.30,0.459146,-1.000,-1.000,-5.96,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:2BL:AXB,2-Ball Matchup,C. Morikawa,C. Morikawa,2,pick,,75,L,115,133,0.429087,0.513514,8.44,0.429087,-1.000,-1.000,-7.73,P. Cantlay:73; C. Morikawa:75; S. Theegala:68
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:2BL:AXB,2-Ball Matchup,C. Morikawa,C. Morikawa,2,pick,,75,L,-145,-124,0.553668,0.500000,-5.37,0.553668,-1.000,-1.000,-6.47,P. Cantlay:73; C. Morikawa:75; S. Theegala:68
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:2BL:AXB,2-Ball Matchup,P. Cantlay,P. Cantlay,2,pick,,73,L,-155,-130,0.564587,0.666667,10.21,0.564587,-1.000,-1.000,-7.01,P. Cantlay:73; C. Morikawa:75; S. Theegala:68
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,2,over,5,4,L,110,123,0.448855,0.426184,-2.27,0.448855,-1.000,-1.000,-5.83,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,2,under,5,4,W,-145,-123,0.551145,0.597938,4.68,0.551145,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,2,under,5,4,W,-145,-123,0.551145,0.597938,4.68,0.551145,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,2,under,5,4,W,-145,-123,0.551145,0.597938,4.68,0.551145,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,2,under,5,4,W,-145,-123,0.551145,0.597938,4.68,0.551145,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,C. Morikawa,Collin Morikawa,2,under,5,4,W,-145,-123,0.551145,0.597938,4.68,0.551145,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,P. Cantlay,Patrick Cantlay,2,over,5,3,L,105,116,0.463195,0.485246,2.21,0.463195,-1.000,-1.000,-5.09,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,P. Cantlay,Patrick Cantlay,2,under,5,3,W,-135,-116,0.536805,0.612299,7.55,0.536805,0.741,0.862,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,P. Cantlay,Patrick Cantlay,2,under,5,3,W,-135,-116,0.536805,0.612299,7.55,0.536805,0.741,0.862,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,P. Cantlay,Patrick Cantlay,2,under,5,3,W,-135,-116,0.536805,0.612299,7.55,0.536805,0.741,0.862,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,P. Cantlay,Patrick Cantlay,2,under,5,3,W,-135,-116,0.536805,0.612299,7.55,0.536805,0.741,0.862,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,P. Cantlay,Patrick Cantlay,2,under,5,3,W,-135,-116,0.536805,0.612299,7.55,0.536805,0.741,0.862,-6.52,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,P. Cantlay/C. Morikawa/S. Theegala - Round 2,GOLF:FT:CTBIR,Birdies O/U,S. Theegala,Sahith Theegala,2,under,4.5,6,L,-135,-120,0.545363,0.600515,5.52,0.545363,-1.000,-1.000,-5.05,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,S. Jager/T. Detry/N. Hojgaard - Round 3,GOLF:FT:CTBIR,Birdies O/U,N. Hojgaard,Nicolai Hojgaard,3,over,4,2,L,-110,103,0.491694,0.584071,9.24,0.491694,-1.000,-1.000,-5.96,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,S. Jager/T. Detry/N. Hojgaard - Round 3,GOLF:FT:CTBIR,Birdies O/U,N. Hojgaard,Nicolai Hojgaard,3,under,4,2,W,-120,-103,0.508306,0.555556,4.72,0.508306,0.833,0.971,-6.98,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,S. Jager/T. Detry/N. Hojgaard - Round 3,GOLF:FT:CTBIR,Birdies O/U,T. Detry,Thomas Detry,3,over,3.5,5,W,-145,-122,0.550158,0.597938,4.78,0.550158,0.690,0.820,-7.15,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,S. Jager/T. Detry/N. Hojgaard - Round 3,GOLF:FT:CTBIR,Birdies O/U,T. Detry,Thomas Detry,3,under,3.5,5,L,110,122,0.449842,0.426184,-2.37,0.449842,-1.000,-1.000,-5.41,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,T. Finau/M. Homa/X. Schauffele - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. Homa,Max Homa,1,over,3.5,5,W,-145,-123,0.552376,0.597938,4.56,0.552376,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,T. Finau/M. Homa/X. Schauffele - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. Homa,Max Homa,1,over,3.5,5,W,-145,-123,0.552376,0.597938,4.56,0.552376,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,T. Finau/M. Homa/X. Schauffele - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. Homa,Max Homa,1,over,3.5,5,W,-145,-123,0.552376,0.597938,4.56,0.552376,0.690,0.813,-6.80,
2026-06-09T05:06:25.672Z,Farmers Insurance Open 2024,Farmers Insurance Open,2024,T. Finau/M. Homa/X. Schauffele - Round 1,GOLF:FT:CTBIR,Birdies O/U,M. Homa,Max Homa,1,over,3.5,5,W,-145,-123,0.552376,0.597938,4.56,0.552376,0.690,0.813,-6.80,
