generated_at,course_name,competition,event,year,round,player,matched_player,market,model_mu,line,model_line_edge,model_pick,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2024,Memorial Tournament,2024,4,V. Hovland,Viktor Hovland,Birdies,4.044,4,0.044,over,2,L,-125,108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2024,Memorial Tournament,2024,4,S. Lowry,Shane Lowry,Birdies,3.194,3.5,-0.306,under,1,W,-105,106,0.952,1.060
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2024,Memorial Tournament,2024,3,S. Lowry,Shane Lowry,Birdies,3.986,4,-0.014,under,6,L,-155,-124,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2024,Memorial Tournament,2024,4,C. Morikawa,Collin Morikawa,Birdies,4.694,4.5,0.194,over,4,L,105,137,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2024,Memorial Tournament,2024,4,S. Scheffler,Scottie Scheffler,Birdies,5.020,4.5,0.520,over,1,L,-145,-102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,2,C. Morikawa,Collin Morikawa,Birdies,4.063,3.5,0.563,over,3,L,-155,-140,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,2,H. Matsuyama,Hideki Matsuyama,Birdies,3.488,3.5,-0.012,under,3,W,-155,-112,0.645,0.893
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,4,J. Spieth,Jordan Spieth,Birdies,3.589,3.5,0.089,over,2,L,120,151,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,4,K. Bradley,Keegan Bradley,Birdies,3.956,3.5,0.456,over,3,L,120,151,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,1,J. Thomas,Justin Thomas,Birdies,4.783,3.5,1.283,over,1,L,-125,101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,1,P. Cantlay,Patrick Cantlay,Birdies,3.344,3.5,-0.156,under,4,L,-125,-101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,2,B. Griffin,Ben Griffin,Birdies,4.643,3.5,1.143,over,1,L,-120,-104,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,2,S. Lowry,Shane Lowry,Birdies,3.512,3.5,0.012,over,2,L,-135,-120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,1,A. Rai,Aaron Rai,Birdies,2.904,3.5,-0.596,under,3,W,-135,-114,0.741,0.877
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,1,T. Fleetwood,Tommy Fleetwood,Birdies,3.253,3.5,-0.247,under,5,L,-110,111,-1.000,-1.000
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,4,C. Morikawa,Collin Morikawa,Birdies,3.410,3.5,-0.090,under,2,W,-105,115,0.952,1.150
2026-06-30T22:06:39.772Z,Muirfield Village Golf Club,Memorial Tournament 2025,Memorial Tournament,2025,4,T. Fleetwood,Tommy Fleetwood,Birdies,4.131,3.5,0.631,over,6,W,-135,-111,0.741,0.901
2026-06-30T22:06:39.772Z,Vidanta Vallarta,Mexico Open 2025,Mexico Open,2025,4,A. Bhatia,Akshay Bhatia,Birdies,5.848,4.5,1.348,over,6,W,-180,-150,0.556,0.667
2026-06-30T22:06:39.772Z,Dunes Golf and Beach Club,ONEflight Myrtle Beach Classic,ONEflight Myrtle Beach Classic,2026,1,Brooks Koepka,Brooks Koepka,Total score,68.801,69.5,-0.699,under,68,W,-150,-124,0.667,0.806
2026-06-30T22:06:39.772Z,Dunes Golf and Beach Club,ONEflight Myrtle Beach Classic,ONEflight Myrtle Beach Classic,2026,1,Kevin Yu,Kevin Yu,Total score,68.902,70.5,-1.598,under,70,W,-150,-125,0.667,0.800
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Adam Scott,Adam Scott,Total score,70.661,69.5,1.161,over,72,W,-125,-107,0.800,0.935
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Brooks Koepka,Brooks Koepka,Total score,70.374,69.5,0.874,over,69,L,-140,108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Bryson DeChambeau,Bryson DeChambeau,Total score,70.520,68.5,2.020,over,76,W,-150,-124,0.667,0.806
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Cameron Young,Cameron Young,Total score,70.101,68.5,1.601,over,71,W,-125,-105,0.800,0.952
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Chris Gotterup,Chris Gotterup,Total score,71.110,69.5,1.610,over,72,W,-125,-106,0.800,0.943
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Collin Morikawa,Collin Morikawa,Total score,71.753,69.5,2.253,over,69,L,-120,108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,73.766,69.5,4.266,over,70,W,-150,-125,0.667,0.800
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,73.766,70.5,3.266,over,70,L,105,131,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,72.484,69.5,2.984,over,69,L,-125,-106,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Justin Rose,Justin Rose,Total score,72.376,69.5,2.876,over,70,W,-140,-107,0.714,0.935
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Justin Thomas,Justin Thomas,Total score,71.350,69.5,1.850,over,69,L,-125,-107,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Min Woo Lee,Min Woo Lee,Total score,71.082,69.5,1.582,over,67,L,-115,102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Patrick Cantlay,Patrick Cantlay,Total score,70.512,69.5,1.012,over,70,W,-110,107,0.909,1.070
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Robert MacIntyre,Robert MacIntyre,Total score,72.545,69.5,3.045,over,70,W,-125,-107,0.800,0.935
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Rory McIlroy,Rory McIlroy,Total score,70.603,68.5,2.103,over,74,W,-125,-105,0.800,0.952
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Scottie Scheffler,Scottie Scheffler,Total score,69.354,67.5,1.854,over,67,L,-165,-125,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Scottie Scheffler,Scottie Scheffler,Total score,69.354,68.5,0.854,over,67,L,100,119,-1.000,-1.000
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Tommy Fleetwood,Tommy Fleetwood,Total score,70.806,69.5,1.306,over,72,W,105,124,1.050,1.240
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Tyrrell Hatton,Tyrrell Hatton,Total score,70.720,69.5,1.220,over,72,W,-125,-105,0.800,0.952
2026-06-30T22:06:39.772Z,Aronimink Golf Club,PGA Championship,PGA Championship,2026,1,Viktor Hovland,Viktor Hovland,Total score,71.932,69.5,2.432,over,74,W,-125,-104,0.800,0.962
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,3,C. Morikawa,Collin Morikawa,Total score,71.816,71,0.816,over,74,W,-105,108,0.952,1.080
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,3,B. Dechambeau,Bryson DeChambeau,Total score,71.482,71.5,-0.018,under,70,W,100,112,1.000,1.120
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,B. Koepka,Brooks Koepka,Total score,68.477,71,-2.523,under,67,W,-125,-108,0.800,0.926
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,B. Koepka,Brooks Koepka,Birdies,7.172,3,4.172,over,7,W,115,131,1.150,1.310
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,V. Hovland,Viktor Hovland,Total score,69.776,71,-1.224,under,68,W,105,117,1.050,1.170
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,V. Hovland,Viktor Hovland,Birdies,6.212,2.5,3.712,over,5,W,-135,-119,0.741,0.840
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,B. Dechambeau,Bryson DeChambeau,Total score,70.134,72.5,-2.366,under,70,W,-110,103,0.909,1.030
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,B. Dechambeau,Bryson DeChambeau,Birdies,6.337,2.5,3.837,over,3,W,120,133,1.200,1.330
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,C. Conners,Corey Conners,Total score,70.124,72.5,-2.376,under,75,L,-110,103,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,C. Conners,Corey Conners,Birdies,5.794,2.5,3.294,over,2,L,120,133,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,3,J. Rahm,Jon Rahm,Total score,68.630,70.5,-1.870,under,72,L,-105,108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,1,D. Johnson,Dustin Johnson,Total score,70.597,70.5,0.097,over,67,L,-135,-117,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,1,X. Schauffele,Xander Schauffele,Total score,68.814,70.5,-1.686,under,72,L,-135,-118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,1,B. Koepka,Brooks Koepka,Total score,69.921,70.5,-0.579,under,72,L,100,113,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,J. Rose,Justin Rose,Total score,70.065,71.5,-1.435,under,71,W,100,111,1.000,1.110
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,J. Rose,Justin Rose,Birdies,6.222,2.5,3.722,over,3,W,-110,101,0.909,1.010
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,S. Scheffler,Scottie Scheffler,Total score,68.907,70.5,-1.593,under,65,W,-120,-103,0.833,0.971
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,S. Scheffler,Scottie Scheffler,Birdies,6.554,3,3.554,over,6,W,-110,103,0.909,1.030
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,3,V. Hovland,Viktor Hovland,Total score,72.006,70.5,1.506,over,70,L,100,113,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,1,M. Fitzpatrick,Matthew Fitzpatrick,Total score,70.176,71,-0.824,under,76,L,-120,-107,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,P. Cantlay,Patrick Cantlay,Total score,69.650,70.5,-0.850,under,66,W,-105,105,0.952,1.050
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,P. Cantlay,Patrick Cantlay,Birdies,6.022,3,3.022,over,5,W,100,111,1.000,1.110
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,J. Thomas,Justin Thomas,Birdies,5.180,2.5,2.680,over,2,L,100,111,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,P. Reed,Patrick Reed,Birdies,5.833,2.5,3.333,over,4,W,110,125,1.100,1.250
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,3,S. Lowry,Shane Lowry,Birdies,4.482,2.5,1.982,over,1,L,-135,-117,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,3,C. Conners,Corey Conners,Total score,70.396,72,-1.604,under,70,W,-125,-109,0.800,0.917
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,3,S. Scheffler,Scottie Scheffler,Total score,69.848,70.5,-0.652,under,73,L,-120,-103,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,J. Suh,Justin Suh,Birdies,4.913,2,2.913,over,1,L,-135,-118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Oak Hill Country Club,PGA Championship 2023,PGA Championship,2023,4,T. Fleetwood,Tommy Fleetwood,Birdies,5.712,2.5,3.212,over,4,W,100,111,1.000,1.110
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,A. Scott,Adam Scott,Birdies,4.987,3,1.987,over,0,L,-145,-122,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,T. Woods,Tiger Woods,Birdies,4.577,2.5,2.077,over,3,W,-145,-149,0.690,0.671
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,B. Dechambeau,Bryson DeChambeau,Birdies,6.229,4.5,1.729,over,7,W,-155,-123,0.645,0.813
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,B. Dechambeau,Bryson DeChambeau,Birdies,6.229,5,1.229,over,7,W,105,108,1.050,1.080
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,V. Hovland,Viktor Hovland,Birdies,6.253,4.5,1.753,over,6,W,-145,-114,0.690,0.877
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,B. Harman,Brian Harman,Birdies,4.869,3.5,1.369,over,3,L,-150,-128,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,S. Scheffler,Scottie Scheffler,Birdies,6.681,4,2.681,over,5,W,-120,-119,0.833,0.840
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,S. Scheffler,Scottie Scheffler,Birdies,6.681,4.5,2.181,over,5,W,-165,-134,0.606,0.746
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,W. Clark,Wyndham Clark,Birdies,5.357,3.5,1.857,over,3,L,105,-126,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,W. Clark,Wyndham Clark,Birdies,5.357,4,1.357,over,3,L,-135,-111,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,C. Smith,Cameron Smith,Birdies,6.167,3.5,2.667,over,4,W,-110,103,0.909,1.030
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,H. Matsuyama,Hideki Matsuyama,Birdies,4.923,3.5,1.423,over,3,L,100,113,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,V. Hovland,Viktor Hovland,Birdies,5.020,3.5,1.520,over,5,W,-120,-103,0.833,0.971
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,J. Rose,Justin Rose,Birdies,5.790,4,1.790,over,5,W,-145,-124,0.690,0.806
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,R. MacIntyre,Robert Macintyre,Birdies,5.684,4,1.684,over,2,L,-135,-121,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,D. Johnson,Dustin Johnson,Birdies,5.776,3.5,2.276,over,2,L,110,126,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,B. Koepka,Brooks Koepka,Birdies,6.191,3.5,2.691,over,4,W,-125,-109,0.800,0.917
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,J. Spieth,Jordan Spieth,Birdies,5.360,3.5,1.860,over,5,W,105,102,1.050,1.020
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,M. Homa,Max Homa,Birdies,5.334,3.5,1.834,over,7,W,-105,106,0.952,1.060
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,J. Spieth,Jordan Spieth,Birdies,5.204,4,1.204,over,2,L,-145,-121,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,J. Spieth,Jordan Spieth,Birdies,5.204,4.5,0.704,over,2,L,105,129,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,R. Henley,Russell Henley,Birdies,5.777,4,1.777,over,5,W,-135,-114,0.741,0.877
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,J. Thomas,Justin Thomas,Birdies,5.103,3.5,1.603,over,5,W,115,129,1.150,1.290
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,L. Aberg,Ludvig Aberg,Birdies,5.730,3.5,2.230,over,3,L,-110,-101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,X. Schauffele,Xander Schauffele,Birdies,5.326,3.5,1.826,over,9,W,-125,-113,0.800,0.885
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,Jason Day,Jason Day,Birdies,5.688,3,2.688,over,4,W,-120,-140,0.833,0.714
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,N. Hojgaard,Nicolai Hojgaard,Birdies,5.503,3.5,2.003,over,3,L,-145,-120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,S. Lowry,Shane Lowry,Birdies,4.703,3,1.703,over,5,W,-105,100,0.952,1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,C. Morikawa,Collin Morikawa,Birdies,5.240,3,2.240,over,7,W,-155,-155,0.645,0.645
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,C. Morikawa,Collin Morikawa,Birdies,5.240,3.5,1.740,over,7,W,115,116,1.150,1.160
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.790,3,1.790,over,4,W,-120,-119,0.833,0.840
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,P. Mickelson,Phil Mickelson,Birdies,5.886,2.5,3.386,over,4,W,-125,-121,0.800,0.826
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,Cam. Young,Cameron Young,Birdies,5.425,3.5,1.925,over,4,W,-110,101,0.909,1.010
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,Cam. Young,Cameron Young,Birdies,5.425,4.5,0.925,over,4,L,100,118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,J. Rahm,Jon Rahm,Birdies,6.274,3.5,2.774,over,6,W,-145,-142,0.690,0.704
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,J. Rahm,Jon Rahm,Birdies,6.274,4,2.274,over,6,W,-105,-111,0.952,0.901
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,R. Fowler,Rickie Fowler,Birdies,5.156,3,2.156,over,4,W,-145,-154,0.690,0.649
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,R. Fowler,Rickie Fowler,Birdies,5.156,3.5,1.656,over,4,W,100,-107,1.000,0.935
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,S. Lowry,Shane Lowry,Birdies,5.603,4,1.603,over,3,L,-125,-125,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,S. Theegala,Sahith Theegala,Birdies,5.633,4,1.633,over,3,L,-155,-126,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,S. Theegala,Sahith Theegala,Birdies,5.633,4.5,1.133,over,3,L,105,114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,J. Thomas,Justin Thomas,Birdies,5.534,5,0.534,over,3,L,105,119,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,T. Finau,Tony Finau,Birdies,5.894,4.5,1.394,over,5,W,-135,-115,0.741,0.870
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,S. Theegala,Sahith Theegala,Birdies,4.964,3.5,1.464,over,7,W,-105,104,0.952,1.040
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,T. Finau,Tony Finau,Birdies,4.893,3.5,1.393,over,6,W,-105,108,0.952,1.080
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,T. Hatton,Tyrrell Hatton,Birdies,6.119,3.5,2.619,over,4,W,-110,100,0.909,1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,A. Bhatia,Akshay Bhatia,Birdies,5.070,3.5,1.570,over,3,L,115,132,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,B. Dechambeau,Bryson DeChambeau,Birdies,5.278,3.5,1.778,over,3,L,-125,-111,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,1,T. Fleetwood,Tommy Fleetwood,Birdies,4.997,3.5,1.497,over,2,L,-120,-105,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,C. Conners,Corey Conners,Birdies,5.882,4,1.882,over,6,W,-135,-107,0.741,0.935
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,T. Hatton,Tyrrell Hatton,Birdies,5.400,4,1.400,over,2,L,-145,-121,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,C. Morikawa,Collin Morikawa,Birdies,5.658,4.5,1.158,over,1,L,-145,-123,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,C. Morikawa,Collin Morikawa,Birdies,5.658,5,0.658,over,1,L,100,121,-1.000,-1.000
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,6.809,4.5,2.309,over,7,W,-155,-106,0.645,0.943
2026-06-30T22:06:39.772Z,Valhalla Golf Club,PGA Championship 2024,PGA Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,6.809,5,1.809,over,7,W,100,107,1.000,1.070
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,1,C. Morikawa,Collin Morikawa,Birdies,5.151,3.5,1.651,over,6,W,-105,118,0.952,1.180
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,1,D. Johnson,Dustin Johnson,Birdies,6.045,2.5,3.545,over,1,L,-180,-150,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,1,J. Thomas,Justin Thomas,Birdies,6.072,3.5,2.572,over,5,W,-105,106,0.952,1.060
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,1,J. Spieth,Jordan Spieth,Birdies,5.845,3.5,2.345,over,2,L,115,144,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,1,L. Aberg,Ludvig Aberg,Birdies,4.507,3.5,1.007,over,4,W,100,109,1.000,1.090
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,1,P. Reed,Patrick Reed,Birdies,5.594,3.5,2.094,over,4,W,125,157,1.250,1.570
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,2,J. Rahm,Jon Rahm,Birdies,6.078,3.5,2.578,over,2,L,-175,-141,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.781,3.5,1.281,over,5,W,100,123,1.000,1.230
2026-06-30T22:06:39.772Z,Quail Hollow-PGA Championship,PGA Championship 2025,PGA Championship,2025,2,P. Cantlay,Patrick Cantlay,Birdies,5.854,3.5,2.354,over,1,L,-135,-112,-1.000,-1.000
